Step,APP,Action,Reward
858,0,2,-9.199895638600003
859,5,2,-2.7601702968
860,5,2,-1.5015015015
861,0,2,-1.0810810811
862,2,2,-14.783956014
863,0,2,-1.0810810811
864,2,2,-14.1141141141
865,0,2,-1.0810810811
866,5,2,-1.5015015015
867,0,1,-101.20894740420002
868,0,2,-1.0810810811
869,5,0,-20
870,5,2,-1.5015015015
871,0,2,-1.5064795138
872,0,2,-5.476229777400002
873,0,2,-1.0810810811
874,2,2,-14.1141141141
875,4,2,-2.7027027027
876,4,1,-120
877,0,2,-1.0810810811
878,5,2,-1.5015015015
879,4,1,-120
880,0,2,-1.0810810811
881,0,1,-106.84310017150017
882,4,1,-10
883,1,1,-10
884,0,2,-1.0810810811
885,1,0,-120
886,0,2,-1.0810810811
887,0,2,-1.3017975901999999
888,5,0,-120
889,0,0,-10
890,1,1,-10
891,5,2,-8.558273012399999
892,5,2,-1.5015015015
893,0,1,-120.09044692080008
894,3,2,-0.3003003003
895,0,1,-10
896,1,2,-10
897,1,0,-150
898,4,2,-2.7027027027
899,0,1,-20
900,5,2,-1.5015015015
901,2,1,-100
902,0,0,-120
903,0,1,-117.46452133550011
904,0,2,-1.0810810811
905,4,0,-120
906,0,0,-120
907,0,2,-1.0810810811
908,0,2,-7.239063478399999
909,0,1,-116.86737632080013
910,0,0,-120
911,0,2,-1.0810810811
912,0,2,-1.0810810811
913,0,2,-1.0810810811
914,1,2,-10
915,1,0,-150
916,4,0,-120
917,0,1,-113.34755822010015
918,0,2,-1.0810810811
919,3,1,-112.77871546060015
920,0,1,-100
921,2,2,-14.1141141141
922,0,1,-112.32101633710016
923,0,1,-112.01197850920016
924,4,2,-2.7027027027
925,0,1,-100
926,2,2,-15.052584625399998
927,5,2,-1.5015015015
928,3,2,-0.3003003003
929,5,2,-1.5015015015
930,0,0,-120
931,0,0,-136.7652666667
932,4,0,-200
933,3,2,-0.3003003003
934,0,2,-1.0810810811
935,1,1,-10
936,4,0,-120
937,0,0,-120
938,0,2,-1.0810810811
939,2,0,-120
940,0,0,-20
941,5,0,-120
942,0,2,-1.0810810811
943,0,1,-20
944,5,0,-120
945,0,2,-1.0810810811
946,0,1,-103.8269690710002
947,0,2,-1.0810810811
948,0,2,-1.0810810811
949,2,2,-14.5679612144
950,0,2,-1.0810810811
951,5,0,-120
952,0,0,-20
953,5,2,-1.5015015015
954,4,1,-20
955,5,2,-1.631075954
956,0,1,-116.72274319279995
957,0,1,-116.79008048609995
958,0,0,-10
959,1,1,-10
960,0,0,-20
961,5,0,-120
962,0,2,-1.0810810811
963,0,1,-20
964,5,2,-1.5015015015
965,2,2,-14.1141141141
966,4,1,-120
967,0,0,-10
968,1,2,-10.8108108108
969,0,0,-120
970,0,0,-120
971,0,2,-1.0810810811
972,0,0,-120
973,0,2,-1.0810810811
974,2,1,-100
975,0,2,-1.0810810811
976,0,2,-1.0810810811
977,5,2,-10.1126855823
978,0,2,-1.0810810811
979,0,1,-20
980,5,2,-1.5015015015
981,0,1,-10
982,1,1,-10
983,0,1,-113.90959608899988
984,0,1,-113.8427848394999
985,0,2,-1.0810810811
986,2,2,-14.1141141141
987,0,2,-1.0810810811
988,4,2,-10.2669539764
989,2,2,-14.1141141141
990,5,2,-1.5015015015
991,0,1,-112.78169364329995
992,0,2,-1.0810810811
993,5,0,-120
994,0,0,-20
995,5,1,-150
996,4,0,-150
997,4,1,-120
998,0,2,-1.0810810811
999,4,2,-2.7027027027
1000,0,2,-1.0810810811
1001,5,0,-120
1002,0,1,-109.41515945649991
1003,3,2,-0.3003003003
1004,1,1,-10
1005,0,1,-100
1006,2,2,-14.1141141141
1007,3,1,-108.27457083819993
1008,0,2,-1.0810810811
1009,0,2,-1.0810810811
1010,2,2,-14.1141141141
1011,0,2,-1.0810810811
1012,3,1,-20
1013,5,2,-1.5015015015
1014,0,0,-120
1015,0,0,-136.7652666667
1016,4,0,-120
1017,0,0,-10
1018,1,1,-10
1019,4,2,-11.983518626
1020,2,2,-14.1141141141
1021,0,2,-1.0810810811
1022,2,2,-14.1141141141
1023,0,0,-120
1024,0,1,-100
1025,2,1,-100
1026,0,2,-1.0810810811
1027,5,2,-1.5015015015
1028,5,2,-1.5015015015
1029,5,1,-100
1030,2,2,-14.1141141141
1031,4,2,-2.7027027027
1032,2,2,-100
1033,0,2,-1.0810810811
1034,0,0,-120
1035,0,1,-98.8131706296
1036,0,1,-98.5461785153
1037,0,2,-1.0810810811
1038,0,1,-98.26399979470003
1039,0,0,-120
1040,0,2,-1.4883222025
1041,1,2,-10.8108108108
1042,0,2,-1.0810810811
1043,5,1,-100
1044,2,1,-100
1045,1,2,-10.8108108108
1046,0,1,-100.0302288831
1047,0,1,-20
1048,5,1,-10
1049,1,0,-120
1050,0,1,-99.96747284599999
1051,0,2,-3.8456292537000003
1052,4,2,-2.7027027027
1053,0,0,-10
1054,1,0,-150
1055,4,1,-120
1056,0,2,-1.0810810811
1057,0,1,-99.03295776250002
1058,0,2,-9.5631232799
1059,0,1,-98.48252132490003
1060,4,1,-160.97066666670003
1061,3,2,-4.0537701736
1062,0,2,-1.0810810811
1063,0,2,-1.9099081529000002
1064,5,2,-1.5015015015
1065,2,2,-14.1141141141
1066,0,0,-100
1067,2,2,-14.1141141141
1068,0,2,-1.0810810811
1069,0,2,-1.0810810811
1070,5,2,-13.994126982
1071,0,1,-111.39706100810005
1072,0,2,-1.0810810811
1073,1,1,-10
1074,5,1,-120
1075,0,2,-1.0810810811
1076,5,0,-120
1077,0,0,-10
1078,1,2,-12.0194748621
1079,2,1,-100
1080,0,1,-108.50302393110005
1081,0,2,-1.0810810811
1082,5,0,-120
1083,0,1,-106.91577566720002
1084,4,2,-12.302584336499999
1085,0,0,-120
1086,0,2,-1.0810810811
1087,0,0,-120
1088,0,2,-1.0810810811
1089,4,2,-2.7027027027
1090,0,0,-120
1091,0,1,-20
1092,5,2,-8.0016701354
1093,0,0,-100
1094,2,0,-150
1095,4,0,-10
1096,1,0,-20
1097,5,0,-120
